review,stars,raw_output,stars_pred,reasoning,mismatch
"It's not enough to inspire me to change the star rating on my review, but it is worth noting that David, the General Manager of Rice and Company, contacted me to express his concern and regret about the lack of service I received on my visit. That's the kind of attention to customers I would have liked while I was at the restaurant. Maybe there will be some kind of trickle down effect, or whatever the economic term might be, but doubtful I'll volunteer to test that firsthand the next time I'm in town.",2,"Reasoning: The reviewer acknowledges that the General Manager reached out to express concern and regret about their poor service experience, which they appreciate. However, the reviewer explicitly states that this gesture is ""not enough to inspire me to change the star rating on my review,"" indicating that their original dissatisfaction remains. They also express skepticism about any improvement and doubt they will return. The overall sentiment is negative, with a slight positive note for the manager's follow-up, but not enough to improve the rating.
Stars: 2",2,"The reviewer acknowledges that the General Manager reached out to express concern and regret about their poor service experience, which they appreciate. However, the reviewer explicitly states that this gesture is ""not enough to inspire me to change the star rating on my review,"" indicating that their original dissatisfaction remains. They also express skepticism about any improvement and doubt they will return. The overall sentiment is negative, with a slight positive note for the manager's follow-up, but not enough to improve the rating.",False
"Another yelp success! It's about 12 minutes away from the strip. We ordered everything that was recommended to us - curry duck and fried ice cream. All items were amazing. If we lived in the area we would be back. Go here, you wont be disappointed.",5,"Reasoning: The reviewer describes their experience as a ""yelp success"" and mentions that all the recommended items they ordered were ""amazing."" They express a desire to return if they lived in the area and encourage others to visit, stating ""you won't be disappointed."" There are no negative comments or criticisms in the review.
Stars: 5",5,"The reviewer describes their experience as a ""yelp success"" and mentions that all the recommended items they ordered were ""amazing."" They express a desire to return if they lived in the area and encourage others to visit, stating ""you won't be disappointed."" There are no negative comments or criticisms in the review.",False
"I am not sure why, but the main thing sticking out in my head from my recent visit to the Kabob Grill is the window tint.  I do not believe it was there last time I patronized the restuarant a few years ago.  They may have had wooden blinds.  Either way, from the exterior, you can get no idea of what is to happen on the inside.\nNo idea whatsoever that it houses some of the best Middle Eastern food in Charlotte.\nI went with the grilled lamb kabobs with sides of basmati rice and hummus and I was more than satisfied with my selection.  The lamb was done just right and the portions were ample enough to satisfy my hunger.  \nMaybe its the window tint, but the service is never exactly sunny in there.  Nevertheless, you get the Middle Eastern family feel to the establishment and it makes for a wonderful dining experience.",3,"Reasoning: The reviewer starts with a neutral observation about the window tint, which is not a negative but more of a curiosity. They then praise the food highly, calling it ""some of the best Middle Eastern food in Charlotte"" and expressing satisfaction with their meal, specifically noting the lamb was ""done just right"" and the portions were ample. The only slight negative is the comment about the service not being ""exactly sunny,"" but this is softened by the positive note about the ""Middle Eastern family feel"" and the overall ""wonderful dining experience."" The positives clearly outweigh the minor negative, indicating a strong positive sentiment.
Stars: 5",5,"The reviewer starts with a neutral observation about the window tint, which is not a negative but more of a curiosity. They then praise the food highly, calling it ""some of the best Middle Eastern food in Charlotte"" and expressing satisfaction with their meal, specifically noting the lamb was ""done just right"" and the portions were ample. The only slight negative is the comment about the service not being ""exactly sunny,"" but this is softened by the positive note about the ""Middle Eastern family feel"" and the overall ""wonderful dining experience."" The positives clearly outweigh the minor negative, indicating a strong positive sentiment.",False
"Went to this specific location to watch a world cup game (US vs Portugal).  Though we (group of 7) managed to get a seat inside during the hot summer day - the service wasn't very impressive.  We had to hand-hold and request the server for everything we needed - whether it be a glass of water, utensils, napkins, some form of plate, etc.  Out of frustration, we ended up requesting other servers to help us out but even then the service was close to poor.  \n\nThough our meals were done correctly, it took a very long time by the server to actually get the food out to us.  It seemed like server needed to be reminded that we actually ordered food.\n\nNot the greatest experience during game day.  I understand it can get busy and hectic, but that's not an excuse for service to fall behind either.  Overall, an okay experience.",3,"Reasoning: The reviewer describes several negative aspects of their experience, primarily focusing on poor service. They had to repeatedly request basic items, and even after involving other servers, the service remained unsatisfactory. The food was prepared correctly, but it took a long time to arrive, and the server seemed inattentive. The reviewer acknowledges that it was a busy day but feels that this does not excuse the poor service. Despite these issues, they describe the overall experience as ""okay,"" indicating that it was not terrible but certainly not good. The sentiment is mostly negative, with some redeeming factors (correct food, seating), suggesting a below-average rating.
Stars: 2",2,"The reviewer describes several negative aspects of their experience, primarily focusing on poor service. They had to repeatedly request basic items, and even after involving other servers, the service remained unsatisfactory. The food was prepared correctly, but it took a long time to arrive, and the server seemed inattentive. The reviewer acknowledges that it was a busy day but feels that this does not excuse the poor service. Despite these issues, they describe the overall experience as ""okay,"" indicating that it was not terrible but certainly not good. The sentiment is mostly negative, with some redeeming factors (correct food, seating), suggesting a below-average rating.",False
"So I met some friends here last night for cocktails. We sat at the bar. The bartender, Juan C,  was AWFUL!!! Ordered a bottle of champagne and he didn't even put it on ice. He gave us dirty looks all night and went out of his way to ignore us. Worst service I have ever had and we still gave him 20%. The food was good but if you ever go here and you have him as a server then LEAVE!!! It was that bad. I don't think I can ever go back after that. Shame, I have always liked this place.",1,"Reasoning: The reviewer describes a very negative experience with the bartender, using strong language like ""AWFUL,"" ""dirty looks,"" ""ignore us,"" and ""Worst service I have ever had."" Although the food is mentioned as good and the reviewer has liked the place in the past, the overall tone is extremely dissatisfied due to the service. The reviewer even states they may never return, which indicates a very low sentiment.
Stars: 1",1,"The reviewer describes a very negative experience with the bartender, using strong language like ""AWFUL,"" ""dirty looks,"" ""ignore us,"" and ""Worst service I have ever had."" Although the food is mentioned as good and the reviewer has liked the place in the past, the overall tone is extremely dissatisfied due to the service. The reviewer even states they may never return, which indicates a very low sentiment.",False
Too expensive! Casino owned (Harrahs). Double the price of a regular corporate owned Starbucks.,2,"Reasoning: The reviewer complains about the high prices, specifically stating that the prices are double those of a regular Starbucks. There are no positive comments or redeeming qualities mentioned. The tone is negative and dissatisfied, focusing solely on the cost.
Stars: 1",1,"The reviewer complains about the high prices, specifically stating that the prices are double those of a regular Starbucks. There are no positive comments or redeeming qualities mentioned. The tone is negative and dissatisfied, focusing solely on the cost.",False
"Sticker. Sticker. Sticker.\n\nSticker shock when I saw the bill!\n\nThank goodness it wasn't my turn. Lol. \n\nEverything was good. It's in a decent location, to where they can change you premium solely for location, but it's definitely a delight. \n\nEverything was delicious. The service was exceptional. \n\nWould definitely dine again.",4,"Reasoning: The reviewer mentions ""sticker shock"" at the price, indicating that the restaurant is expensive. However, they also state that ""everything was good,"" ""everything was delicious,"" and ""the service was exceptional."" The reviewer concludes by saying they ""would definitely dine again,"" which is a strong positive endorsement. The only negative is the high price, but the overall experience was very positive.
Stars: 5",5,"The reviewer mentions ""sticker shock"" at the price, indicating that the restaurant is expensive. However, they also state that ""everything was good,"" ""everything was delicious,"" and ""the service was exceptional."" The reviewer concludes by saying they ""would definitely dine again,"" which is a strong positive endorsement. The only negative is the high price, but the overall experience was very positive.",False
"Aria is a beautifully modern resort, and the cafe decor reflect that (although the color scheme was a little cold utilizing lots of grays).\n\nThe Good\nOur service was great, contrary to many of the reviews.  \n\nThe Bad\nYes, this is Vegas and I expect high prices. However, I also would like the quality to be somewhat reflected in the price.  Steak and eggs ($25) had a cut of meat that was full of tendons and fat.  Half of it was not edible.  The food coloring also made me lose my appetite (to their defense I believe 90%+ of restaurants have meat with good coloring).  I think I'm becoming a vegetarian.\n\nThe Chilaquiles was drenched in Salsa Verde (which tasted like it came from a can).  It's like eating a salad drenched in dressing.  The flavors didn't come through and all I could taste was the salsa verde.  Most if it was not eaten.\n\nRed velvet pancake was okay.  Topping was overly sweet.  Great if you are Buddy the Elf.  Being ably to customize would have been good.  This sugar overload is \""before\"" adding the syrup, which did come on the side.\n\nThe fresh juice was highly recommended by the waitress.  I ordered it without questioning.  Afterwards I found out that we were charged $7 for lemonade and more for watermelon juice. The fresh squeezed element is good.  But...for that price I would rather get a fresh pressed green power juice at the Canyon Ranch Spa.  Lemon+water+sugar just doesn't seem to warrant that.  \n\nTotal bill $80+ tip for 2 adults.  We left hungry....",2,"Reasoning: The review starts with a compliment about the modern decor and good service, but quickly shifts to a long list of negatives. The reviewer found the steak inedible, disliked the chilaquiles, and thought the red velvet pancake was just okay and too sweet. They also felt the juice was overpriced and not worth it. The overall impression is disappointment with the food quality and value, and they left hungry after spending a lot. The only positives are the decor and service, but the negatives about the food and price dominate.
Stars: 2",2,"The review starts with a compliment about the modern decor and good service, but quickly shifts to a long list of negatives. The reviewer found the steak inedible, disliked the chilaquiles, and thought the red velvet pancake was just okay and too sweet. They also felt the juice was overpriced and not worth it. The overall impression is disappointment with the food quality and value, and they left hungry after spending a lot. The only positives are the decor and service, but the negatives about the food and price dominate.",False
"I'm not a huge fan of Mexican food, so I usually order a quesadilla of some sort. I came here for lunch today and ordered a cheese quesadilla. The server asked if I wanted it crispy or soft. I was a little confused and told him I wanted a folded quesadilla, not a cheese crisp. He then told me that unless I order the quesadilla with meat, that all they do is put cheese on the tortilla and put it in the microwave. I was even more confused. Why would I come to a restaurant to order food that has been prepared in the microwave? And why would a restaurant admit to microwaving their food? Anyways, my friend and I decided to split an order of mediocre nachos. Needless to say, I will not be back.",2,"Reasoning: The reviewer expresses confusion and disappointment about the preparation of their quesadilla, specifically that it was microwaved. They question the restaurant's practice of microwaving food and are surprised the staff admitted it. The nachos were described as ""mediocre,"" and the reviewer concludes by stating they will not return. The overall tone is negative, with dissatisfaction about both the food and the experience.
Stars: 1",1,"The reviewer expresses confusion and disappointment about the preparation of their quesadilla, specifically that it was microwaved. They question the restaurant's practice of microwaving food and are surprised the staff admitted it. The nachos were described as ""mediocre,"" and the reviewer concludes by stating they will not return. The overall tone is negative, with dissatisfaction about both the food and the experience.",False
"We paid $250.00 for our room and there was no hair dryer, not enough towels, mold on the ceiling in the shower,  on the shower curtain liner, and dirt or who knows what on the liner.  \n\nGood location, but the hotel itself leaves much to be desired. For the price, it was a big disappointment!",2,"Reasoning: The reviewer lists several negative aspects: lack of basic amenities (no hair dryer, not enough towels), cleanliness issues (mold on ceiling and shower curtain liner, dirt on liner), and expresses disappointment especially given the high price. The only positive mentioned is the good location, but overall the sentiment is strongly negative and the reviewer feels the experience was not worth the money.
Stars: 2",2,"The reviewer lists several negative aspects: lack of basic amenities (no hair dryer, not enough towels), cleanliness issues (mold on ceiling and shower curtain liner, dirt on liner), and expresses disappointment especially given the high price. The only positive mentioned is the good location, but overall the sentiment is strongly negative and the reviewer feels the experience was not worth the money.",False
Food is sooo good! Service is excellent. I will definitely come back and try other items on their menu. It just sucks that we're from Cali (SoCal) and they don't have a branch there.,5,"Reasoning: The reviewer is very positive about the food (""sooo good!"") and the service (""excellent""). They express a strong desire to return and try more menu items, which indicates high satisfaction. The only negative is that there isn't a branch in their home area, but this is not a criticism of the restaurant itself, just a wish for more locations. Overall, the sentiment is overwhelmingly positive.
Stars: 5",5,"The reviewer is very positive about the food (""sooo good!"") and the service (""excellent""). They express a strong desire to return and try more menu items, which indicates high satisfaction. The only negative is that there isn't a branch in their home area, but this is not a criticism of the restaurant itself, just a wish for more locations. Overall, the sentiment is overwhelmingly positive.",False
"Champaign Chipotle sucks. \n\nHonestly, I love Chipotle. I've had it in numerous places, always enjoyed a big juicy burrito, but this one... The worst of the worst. My burrito was half-sized, and most of the ingredients were overhelmed by rice and beans. Barbacoa was tough and dry... Rice was dry too, Corn was pale and weird. Pretty much all of the ingredients tasted different!\n\nNever again.",2,"Reasoning: The reviewer expresses strong dissatisfaction with their experience at this Chipotle location. They mention that they usually love Chipotle but found this particular location to be ""the worst of the worst."" Specific complaints include a small burrito, poor ingredient balance, tough and dry barbacoa, dry rice, and unappetizing corn. The reviewer concludes with ""Never again,"" indicating they do not plan to return. There are no positive comments about this visit.
Stars: 1",1,"The reviewer expresses strong dissatisfaction with their experience at this Chipotle location. They mention that they usually love Chipotle but found this particular location to be ""the worst of the worst."" Specific complaints include a small burrito, poor ingredient balance, tough and dry barbacoa, dry rice, and unappetizing corn. The reviewer concludes with ""Never again,"" indicating they do not plan to return. There are no positive comments about this visit.",False
"I went here Sunday afternoon w/ some friends. They seemed pretty busy for only being open a couple days. My group started with the queso dip appetizer. The dip had a very delicious cheese flavor, the tortilla chips were crunchy and fresh.\n\nWhile waiting for the appetizer we ordered some flights of beer. They were out of flight glasses so they ended up pouring 3 pints for the price of a flight for my friend and I ended up just getting a pint, no complaints there. The beer selection was quite nice as to be expected for a spin off of Boulders on Broadway.\n\nBeing brand new, I expected some kinks needing to be worked out and there were a few. I got the grilled cheese for my meal, excellent sandwich but I had to send the fries back because they were barely cooked. They made up for it by quickly replacing them with extra crispy sweet potato fries. Next mishap? Charging for the 2nd flight we never got. They quickly corrected the problem and went beyond redemption by 1) buying me my pint and 2) giving me a coupon for a free pint next time I stop by. Minor annoyances and they are clearly moving in the right direction. \n\nThe food prices seem to be in line with a neighborhood grill. The beer prices seem a bit cheaper than you'd find at most places (especially for craft beer, $3.50 drafts for happy hour? hell yea). Finally, a craft beer spot in my neighborhood within walking distance. I'll be going back for sure.",5,"Reasoning: The reviewer had a generally positive experience, noting that the queso dip was delicious, the beer selection was good, and the prices were reasonable. There were a couple of minor issues: undercooked fries and an incorrect charge for a flight of beer. However, both problems were quickly and generously resolved by the staff, who replaced the fries and compensated the reviewer with a free pint and a coupon. The reviewer ends on a very positive note, expressing excitement to return. The overall tone is forgiving of the minor issues due to the newness of the establishment and the excellent customer service.
Stars: 5",5,"The reviewer had a generally positive experience, noting that the queso dip was delicious, the beer selection was good, and the prices were reasonable. There were a couple of minor issues: undercooked fries and an incorrect charge for a flight of beer. However, both problems were quickly and generously resolved by the staff, who replaced the fries and compensated the reviewer with a free pint and a coupon. The reviewer ends on a very positive note, expressing excitement to return. The overall tone is forgiving of the minor issues due to the newness of the establishment and the excellent customer service.",False
"I don't get what all the craze is about. My burrito was just okay---I had better burritos in Boston which doesn't really say much about haberneros. It's better than all the chain burrito places but it doesn't leave me saying \""wow. That was good.\""",3,"Reasoning: The reviewer expresses disappointment and confusion about the restaurant's popularity, stating that their burrito was just ""okay"" and that they've had better elsewhere. They do acknowledge that it's better than chain burrito places, but overall, the experience did not impress them or leave a strong positive impression. The tone is more negative than positive, but not extremely harsh.
Stars: 2",2,"The reviewer expresses disappointment and confusion about the restaurant's popularity, stating that their burrito was just ""okay"" and that they've had better elsewhere. They do acknowledge that it's better than chain burrito places, but overall, the experience did not impress them or leave a strong positive impression. The tone is more negative than positive, but not extremely harsh.",False
"If you want an ornate and well taken care of hotel you can rest assured that the William penn is what your looking for. It's killer for events, the lobby looks like you steeped onto the set for a history film. My only complaint is that the rooms themselves are a bit outdated. The carpet seems old and there isn't a lot of space to move around in. I'd say it's worth checking out, there's a Starbucks right next store so you can grab a coffee and sit in the hotel lobby for a bit, but  I wouldn't pay the price for a room.",3,"Reasoning: The reviewer praises the hotel's ornate and well-maintained appearance, especially the lobby, and recommends it for events. They mention positive aspects like the historical ambiance and convenient Starbucks nearby. However, they express dissatisfaction with the outdated rooms, old carpet, and limited space, and state they wouldn't pay the price for a room. The overall tone is mixed, with strong positives about the public spaces but clear negatives about the rooms and value for money. This suggests an average experience, leaning slightly positive but with significant reservations.
Stars: 3",3,"The reviewer praises the hotel's ornate and well-maintained appearance, especially the lobby, and recommends it for events. They mention positive aspects like the historical ambiance and convenient Starbucks nearby. However, they express dissatisfaction with the outdated rooms, old carpet, and limited space, and state they wouldn't pay the price for a room. The overall tone is mixed, with strong positives about the public spaces but clear negatives about the rooms and value for money. This suggests an average experience, leaning slightly positive but with significant reservations.",False
This has become our regular spot when in town if for no other reason than the wonderful outdoor space.  The food has always been great - although more vegetarian options would be welcomed by the wife - and the margaritas are sublime.  Service has always been fine but we do arrive early before it gets crazy packed.  (Old people style has its benefits.),4,"Reasoning: The reviewer expresses strong positive sentiments about the restaurant, mentioning it has become their regular spot, praising the wonderful outdoor space, great food, and sublime margaritas. The only minor critique is the desire for more vegetarian options, but this is presented as a suggestion rather than a complaint. Service is described as ""fine,"" with the caveat that they arrive early, which seems to work well for them. Overall, the tone is very positive with only minor suggestions for improvement.
Stars: 5",5,"The reviewer expresses strong positive sentiments about the restaurant, mentioning it has become their regular spot, praising the wonderful outdoor space, great food, and sublime margaritas. The only minor critique is the desire for more vegetarian options, but this is presented as a suggestion rather than a complaint. Service is described as ""fine,"" with the caveat that they arrive early, which seems to work well for them. Overall, the tone is very positive with only minor suggestions for improvement.",False
"This place was very clean, service was good, and the food was good.  I went in at 1:30 on a Monday, and I was the only one in there.  I ordered nachos with ground beef, and got nachos with chicken.  They were good, just not what I ordered, and I chalked it up to a language barrier.  The health department rating was 86, but I'm pretty sure that after an inspection like that, changes get made.  No refills on soda, you get a can and a glass of ice.  I may try them again at some point, but I'm in no hurry.",2,"Reasoning: The reviewer mentions several positive aspects: the place was clean, service and food were good. However, there were notable negatives: the order was incorrect (beef vs. chicken), the health department rating was only 86, and there are no soda refills. The reviewer is not eager to return soon, indicating a lukewarm experience. Overall, the sentiment is mixed, leaning slightly positive due to cleanliness and food quality, but the negatives prevent a higher rating.
Stars: 3",3,"The reviewer mentions several positive aspects: the place was clean, service and food were good. However, there were notable negatives: the order was incorrect (beef vs. chicken), the health department rating was only 86, and there are no soda refills. The reviewer is not eager to return soon, indicating a lukewarm experience. Overall, the sentiment is mixed, leaning slightly positive due to cleanliness and food quality, but the negatives prevent a higher rating.",False
"After having a lovely meal two years ago at the grand concourse, we were very excited to return to this location. Unfortunately our expectation had nothing to do with the reality of a very poor meal.\n\nThe service was slow to the point of neglect. Drinks were never refilled after the initial serving. With a party of six, three of the meals we're delivered cold after a 25 minute wait. Having to send them back it took another 25 minutes to get the replacement meals which were missing the sauces, etc..  It took a manager to get the sauces for the meals. At this point half of our party had eaten, and the other half was ready to leave.\n\nWe had to box our own meals, and forget about being asked if we would like a cup of coffee to cap the meal... That was not in the stars. \n\nNeedless to say, we will not be back.",1,"Reasoning: The reviewer starts by expressing excitement based on a previous positive experience, but their return visit was disappointing. They detail several negative aspects: slow and neglectful service, drinks not refilled, long waits for food, cold meals, missing sauces, and having to involve a manager. Additionally, they had to box their own meals and were not offered coffee. The review ends with a definitive statement that they will not return. There are no positive comments about this visit, and the overall tone is strongly negative.
Stars: 1",1,"The reviewer starts by expressing excitement based on a previous positive experience, but their return visit was disappointing. They detail several negative aspects: slow and neglectful service, drinks not refilled, long waits for food, cold meals, missing sauces, and having to involve a manager. Additionally, they had to box their own meals and were not offered coffee. The review ends with a definitive statement that they will not return. There are no positive comments about this visit, and the overall tone is strongly negative.",False
"Great looking place, but way over priced. They even charge you for chips and salsa. The food was OK, nothing to write home about. I guess I should have expected this for Las Vegas tourist trap restaurant. Although the taste of the food was mediocre  the service was good. The food came out very approximately 3 minutes after we ordered it. So quickly in fact I guessing the plates where pre-made and then microwaved, but I can't confirm that. Diablo cantina was a total bust. They will never get another dine from me.",3,"Reasoning: The reviewer mentions some positive aspects, such as the place looking great and good service with fast food delivery. However, the majority of the review is negative: the food is described as mediocre, overpriced, and possibly pre-made and microwaved. The reviewer is also upset about being charged for chips and salsa and refers to the restaurant as a ""tourist trap."" The final statement, ""They will never get another dine from me,"" indicates strong dissatisfaction. Overall, the negative points outweigh the positives.
Stars: 2",2,"The reviewer mentions some positive aspects, such as the place looking great and good service with fast food delivery. However, the majority of the review is negative: the food is described as mediocre, overpriced, and possibly pre-made and microwaved. The reviewer is also upset about being charged for chips and salsa and refers to the restaurant as a ""tourist trap."" The final statement, ""They will never get another dine from me,"" indicates strong dissatisfaction. Overall, the negative points outweigh the positives.",True
"Slow, disorganized service and a very rude manager who did absolutely nothing to help the wait staff or us. This isn't the first time we've experienced this service, but it's definitely the last. The patio is nice, but there are other options in the area with better service and food.",1,"Reasoning: The reviewer describes the service as ""slow"" and ""disorganized,"" and specifically calls out the manager as ""very rude"" and unhelpful. They mention this is not the first bad experience, but it will be the last, indicating strong dissatisfaction. While the patio is noted as a positive, the reviewer concludes by saying there are better options nearby, suggesting they do not recommend this place. The overall tone is negative with only a minor positive.
Stars: 1",1,"The reviewer describes the service as ""slow"" and ""disorganized,"" and specifically calls out the manager as ""very rude"" and unhelpful. They mention this is not the first bad experience, but it will be the last, indicating strong dissatisfaction. While the patio is noted as a positive, the reviewer concludes by saying there are better options nearby, suggesting they do not recommend this place. The overall tone is negative with only a minor positive.",False
"I really want to like this place. I do. I've also given it about seven different chances--every time hoping that it will be the time when I scream \""This places rocks! I'm coming back for sure!\"". But, unfortunately, I think today was the last time I'll spend/waste my money here. \n\nThe major issue I have with Which Wich is that they don't follow through well with their theme/gimmick--what they so that sets them apart from any other sandwich shop. It's this cute idea that simply falls through--every time! You go in, pick a brown paper bag of the sandwich you want, use a sharpie to check off the various ingredients you want on your sandwich, pay, wait for your sandwich which then is inside of said brown paper bag. Cute idea right?! Well, if I spend the time to check off ingredients and it's very simple to follow-- why is it they can never get my order correct?! \nNo joke. Every time my order is wrong, sometimes my son's as well. It's silly--and frustrating. (Especially since they are pricey for a quick/ non-gourmet sandwich shop.)\n\nSlow service, horrible parking and can't follow check boxes. I've finally given up. Maybe it's just this location???",2,"Reasoning: The reviewer expresses repeated disappointment after multiple visits, indicating persistent issues with incorrect orders, slow service, and poor parking. The unique ordering system, which should be a positive, consistently fails, leading to frustration. The reviewer mentions the sandwiches are pricey and not worth the cost, and ultimately decides not to return. There are no redeeming qualities mentioned, and the overall tone is negative and dissatisfied.
Stars: 1",1,"The reviewer expresses repeated disappointment after multiple visits, indicating persistent issues with incorrect orders, slow service, and poor parking. The unique ordering system, which should be a positive, consistently fails, leading to frustration. The reviewer mentions the sandwiches are pricey and not worth the cost, and ultimately decides not to return. There are no redeeming qualities mentioned, and the overall tone is negative and dissatisfied.",False
"I honestly had no idea what we had walked in to. I felt as if we were in Legends of the Hidden Temple and were about to play the blue barracudas for the win. \n\nIt was definitely tropical themed and they even passed out leis at the door. There were fish tanks and water falls, tiki cocktail glasses and rainforest decor. Over all this would have been a fun place to hang out if it weren't for a few problems I had.\n\nFirst of all, I ordered a cherry bomb and she gave me the gun fake \""red bull\"". She didn't tell me they didn't have regular red bull before pouring my drink and it is not good. I decided to drink it anyway because I was in a good mood. Second, the hallway with the bathrooms smelled awful. Almost fishy. Which fits with the theme but is not something I want to smell in a bathroom. They were really cool on the inside with shell sinks and rock walls, but my amazement was ruined by smells of a fish tank. Lastly, the dance floor was WAY too small. We could barely move let alone dance. With all that room in that building, they should really expand that area.\n\nI would give it another chance for the fun idea of it.",2,"Reasoning: The reviewer enjoyed the unique and fun tropical theme, decor, and atmosphere, mentioning it would be a fun place to hang out. However, they had several significant complaints: being served a fake Red Bull without warning, a bad smell in the bathroom, and a dance floor that was too small. Despite these issues, the reviewer ends on a positive note, saying they would give it another chance. This suggests a mixed but slightly positive experience.
Stars: 3",3,"The reviewer enjoyed the unique and fun tropical theme, decor, and atmosphere, mentioning it would be a fun place to hang out. However, they had several significant complaints: being served a fake Red Bull without warning, a bad smell in the bathroom, and a dance floor that was too small. Despite these issues, the reviewer ends on a positive note, saying they would give it another chance. This suggests a mixed but slightly positive experience.",False
"This club was not the worst that I have visited.  In some ways it was decent, for example, I liked the music.  We were put on the guest list and got right in and did not have to pay cover, and that is why I am giving them two stars.  What I did not like was 1) how expensive the drinks were (I ordered 5 shots that cost me $70.00) but more than that, 2) on the way out, they force people to jam into a small elevator.  This was very dangerous, and I waited for 15 minutes to take the stairs with the manager, but instead when I got sick of waiting and pressed for the manager, he came and cleared out the elevator for me and my 2 friends.  I was under the impression that you had to have stairs available for people to use in case they did not want to use the elevator.  I felt this was very dangerous.  I would not like to be at this packed, overcrowded club when  fire broke out, and I would never go there again.",2,"Reasoning: The reviewer mentions some positive aspects, such as liking the music and getting in without paying cover, which contributed to their decision to give two stars. However, the review is mostly negative, focusing on expensive drinks, overcrowding, and a dangerous exit situation. The reviewer explicitly states they would never go there again, indicating strong dissatisfaction. The overall tone is critical, with only minor positives.
Stars: 2",2,"The reviewer mentions some positive aspects, such as liking the music and getting in without paying cover, which contributed to their decision to give two stars. However, the review is mostly negative, focusing on expensive drinks, overcrowding, and a dangerous exit situation. The reviewer explicitly states they would never go there again, indicating strong dissatisfaction. The overall tone is critical, with only minor positives.",False
"Well, the place has been open for nearly 2 years now and we've never tried it so we thought we would give it a go. The parking lot is usually full so it had me thinking they are doing something right.\n\nAnyways we get seated and take a look at the menu, we selected our choices and drinks. We were asked, \""WOULD YOU LIKE SOME CHIPS & SALSA?\"" well like at most Mexican restaurants that is the way dinner usually starts (yes, I realize this isn't a Mexican restaurant), so we said sure. Jumping ahead to get the message across to you, I get home and take a look at the receipt, well what do you know?! $5.50 charge on the check for Chips & Salsa. What really got me was that wasn't suggested as an appetizer, it was suggested as if was \""Would you like a glass of water?\"" They didn't say, \""Would you like to start off with some potato skins or blah blah blah..\"" Get my point? Well I called the manager on the phone about this and during one point of my complaint, she actually giggled at me!! She tried to make good and asked who my server was, but I said that I didn't blame the server I blame management for trying to \""up sell\"" in a round about way. The \""manager\"" then tried to make good and take if off my bill, I just said, \""I don't care about the $5.50, I am concerned about the way it got on to my bill in the first place\"". What a unprofessional way to respond to a customer concern!\n\nPros:\nFood wasn't horrible, but nothing outstanding about it.\n\nCons:\nMy 1/2 pound burger was kind of skimpy and makes me wonder what weighs 1/2 pounds? The entire burger weight? Also my burger patty  was crumbly and was in 3 sections, all holding together for the most part but in sections. The french fries? I really dislike this micro threads of shoestring potatos. \n\nWife had Fettucini Alfredo with chicken. The chicken breast was sliced thin and was very very tiny, looked like 1/3 of a breast cut up as a garnish. The pasta was good, but the noodles had  what seemed to be heat lamp dryness to it. It was probably sitting and waiting to be presented together with my cooking hamburger. The Alfredo sauce was so thin it looked like it was non existent, but if you mix it up the sauce comes back up to the top and is present again.\n\nOverall we won't be coming back and really do not know what all the commotion is all about. My local neighborhood bars like Timbers or PTs can do better.",2,"Reasoning: The reviewer had a negative experience primarily due to feeling misled about the chips and salsa charge, which was presented as a default option rather than an appetizer. The reviewer was further upset by the manager's unprofessional response (giggling during the complaint). While the food was described as ""not horrible, but nothing outstanding,"" the main focus is on the poor service and lack of transparency, which left the reviewer dissatisfied. There are no positive comments strong enough to offset the negative experience.
Stars: 2",2,"The reviewer had a negative experience primarily due to feeling misled about the chips and salsa charge, which was presented as a default option rather than an appetizer. The reviewer was further upset by the manager's unprofessional response (giggling during the complaint). While the food was described as ""not horrible, but nothing outstanding,"" the main focus is on the poor service and lack of transparency, which left the reviewer dissatisfied. There are no positive comments strong enough to offset the negative experience.",False
This location had great accessories and I did get a few great blazers. The staff just wasn't the friendliest. However they weren't rude. Just kinda blah lol,4,"Reasoning: The reviewer had a positive experience with the products, specifically mentioning great accessories and blazers. However, they found the staff to be unfriendly, though not rude, describing them as ""blah."" The overall tone is mixed, with good product satisfaction but mediocre service. This suggests a slightly above average experience, but not excellent due to the staff.
Stars: 3",3,"The reviewer had a positive experience with the products, specifically mentioning great accessories and blazers. However, they found the staff to be unfriendly, though not rude, describing them as ""blah."" The overall tone is mixed, with good product satisfaction but mediocre service. This suggests a slightly above average experience, but not excellent due to the staff.",False
"Not a huge fan of their coffee, the cookies and pastries are really good, however! The lemonade is amazing. The lady who works their, is super rude and never smiles. The customer almost feels like they are bothering the workers.",2,"Reasoning: The reviewer expresses mixed feelings: they dislike the coffee but praise the cookies, pastries, and lemonade. However, they strongly criticize the customer service, describing the staff as rude and unfriendly, which negatively impacts the overall experience. The positive comments about some menu items are outweighed by the negative service experience.
Stars: 2",2,"The reviewer expresses mixed feelings: they dislike the coffee but praise the cookies, pastries, and lemonade. However, they strongly criticize the customer service, describing the staff as rude and unfriendly, which negatively impacts the overall experience. The positive comments about some menu items are outweighed by the negative service experience.",False
