review,stars,raw_output,stars_pred,explanation
"Sticker. Sticker. Sticker.\n\nSticker shock when I saw the bill!\n\nThank goodness it wasn't my turn. Lol. \n\nEverything was good. It's in a decent location, to where they can change you premium solely for location, but it's definitely a delight. \n\nEverything was delicious. The service was exceptional. \n\nWould definitely dine again.",4,"{""stars"": 4, ""explanation"": ""Despite high prices, the reviewer praises the food, service, and expresses willingness to return.""}",4,"Despite high prices, the reviewer praises the food, service, and expresses willingness to return."
"Aria is a beautifully modern resort, and the cafe decor reflect that (although the color scheme was a little cold utilizing lots of grays).\n\nThe Good\nOur service was great, contrary to many of the reviews.  \n\nThe Bad\nYes, this is Vegas and I expect high prices. However, I also would like the quality to be somewhat reflected in the price.  Steak and eggs ($25) had a cut of meat that was full of tendons and fat.  Half of it was not edible.  The food coloring also made me lose my appetite (to their defense I believe 90%+ of restaurants have meat with good coloring).  I think I'm becoming a vegetarian.\n\nThe Chilaquiles was drenched in Salsa Verde (which tasted like it came from a can).  It's like eating a salad drenched in dressing.  The flavors didn't come through and all I could taste was the salsa verde.  Most if it was not eaten.\n\nRed velvet pancake was okay.  Topping was overly sweet.  Great if you are Buddy the Elf.  Being ably to customize would have been good.  This sugar overload is \""before\"" adding the syrup, which did come on the side.\n\nThe fresh juice was highly recommended by the waitress.  I ordered it without questioning.  Afterwards I found out that we were charged $7 for lemonade and more for watermelon juice. The fresh squeezed element is good.  But...for that price I would rather get a fresh pressed green power juice at the Canyon Ranch Spa.  Lemon+water+sugar just doesn't seem to warrant that.  \n\nTotal bill $80+ tip for 2 adults.  We left hungry....",2,"{""stars"": 2, ""explanation"": ""While service and decor were praised, the review details significant dissatisfaction with food quality, value, and overall experience.""}",2,"While service and decor were praised, the review details significant dissatisfaction with food quality, value, and overall experience."
"I'm not a huge fan of Mexican food, so I usually order a quesadilla of some sort. I came here for lunch today and ordered a cheese quesadilla. The server asked if I wanted it crispy or soft. I was a little confused and told him I wanted a folded quesadilla, not a cheese crisp. He then told me that unless I order the quesadilla with meat, that all they do is put cheese on the tortilla and put it in the microwave. I was even more confused. Why would I come to a restaurant to order food that has been prepared in the microwave? And why would a restaurant admit to microwaving their food? Anyways, my friend and I decided to split an order of mediocre nachos. Needless to say, I will not be back.",2,"{""stars"": 2, ""explanation"": ""The reviewer was dissatisfied with the food preparation and quality, leading to a decision not to return.""}",2,"The reviewer was dissatisfied with the food preparation and quality, leading to a decision not to return."
"We paid $250.00 for our room and there was no hair dryer, not enough towels, mold on the ceiling in the shower,  on the shower curtain liner, and dirt or who knows what on the liner.  \n\nGood location, but the hotel itself leaves much to be desired. For the price, it was a big disappointment!",2,"{""stars"": 2, ""explanation"": ""Significant complaints about cleanliness and amenities outweigh the single positive about location.""}",2,Significant complaints about cleanliness and amenities outweigh the single positive about location.
Food is sooo good! Service is excellent. I will definitely come back and try other items on their menu. It just sucks that we're from Cali (SoCal) and they don't have a branch there.,5,"{""stars"": 5, ""explanation"": ""The reviewer loved the food and service and expressed a desire to return despite the distance.""}",5,The reviewer loved the food and service and expressed a desire to return despite the distance.
"Champaign Chipotle sucks. \n\nHonestly, I love Chipotle. I've had it in numerous places, always enjoyed a big juicy burrito, but this one... The worst of the worst. My burrito was half-sized, and most of the ingredients were overhelmed by rice and beans. Barbacoa was tough and dry... Rice was dry too, Corn was pale and weird. Pretty much all of the ingredients tasted different!\n\nNever again.",2,"{""stars"": 1, ""explanation"": ""The reviewer expresses strong dissatisfaction with food quality and vows not to return.""}",1,The reviewer expresses strong dissatisfaction with food quality and vows not to return.
"I went here Sunday afternoon w/ some friends. They seemed pretty busy for only being open a couple days. My group started with the queso dip appetizer. The dip had a very delicious cheese flavor, the tortilla chips were crunchy and fresh.\n\nWhile waiting for the appetizer we ordered some flights of beer. They were out of flight glasses so they ended up pouring 3 pints for the price of a flight for my friend and I ended up just getting a pint, no complaints there. The beer selection was quite nice as to be expected for a spin off of Boulders on Broadway.\n\nBeing brand new, I expected some kinks needing to be worked out and there were a few. I got the grilled cheese for my meal, excellent sandwich but I had to send the fries back because they were barely cooked. They made up for it by quickly replacing them with extra crispy sweet potato fries. Next mishap? Charging for the 2nd flight we never got. They quickly corrected the problem and went beyond redemption by 1) buying me my pint and 2) giving me a coupon for a free pint next time I stop by. Minor annoyances and they are clearly moving in the right direction. \n\nThe food prices seem to be in line with a neighborhood grill. The beer prices seem a bit cheaper than you'd find at most places (especially for craft beer, $3.50 drafts for happy hour? hell yea). Finally, a craft beer spot in my neighborhood within walking distance. I'll be going back for sure.",5,"{""stars"": 4, ""explanation"": ""The review highlights good food, service recovery, and value, with only minor issues that were promptly addressed.""}",4,"The review highlights good food, service recovery, and value, with only minor issues that were promptly addressed."
"I don't get what all the craze is about. My burrito was just okay---I had better burritos in Boston which doesn't really say much about haberneros. It's better than all the chain burrito places but it doesn't leave me saying \""wow. That was good.\""",3,"{""stars"": 3, ""explanation"": ""The reviewer found the food average, better than chains but not impressive.""}",3,"The reviewer found the food average, better than chains but not impressive."
"If you want an ornate and well taken care of hotel you can rest assured that the William penn is what your looking for. It's killer for events, the lobby looks like you steeped onto the set for a history film. My only complaint is that the rooms themselves are a bit outdated. The carpet seems old and there isn't a lot of space to move around in. I'd say it's worth checking out, there's a Starbucks right next store so you can grab a coffee and sit in the hotel lobby for a bit, but  I wouldn't pay the price for a room.",3,"{""stars"": 4, ""explanation"": ""The review is mostly positive about the hotel's ambiance and amenities, with only minor complaints about the rooms.""}",4,"The review is mostly positive about the hotel's ambiance and amenities, with only minor complaints about the rooms."
This has become our regular spot when in town if for no other reason than the wonderful outdoor space.  The food has always been great - although more vegetarian options would be welcomed by the wife - and the margaritas are sublime.  Service has always been fine but we do arrive early before it gets crazy packed.  (Old people style has its benefits.),4,"{""stars"": 4, ""explanation"": ""Mostly positive review with praise for food, drinks, and atmosphere, but a minor suggestion for more vegetarian options.""}",4,"Mostly positive review with praise for food, drinks, and atmosphere, but a minor suggestion for more vegetarian options."
"This place was very clean, service was good, and the food was good.  I went in at 1:30 on a Monday, and I was the only one in there.  I ordered nachos with ground beef, and got nachos with chicken.  They were good, just not what I ordered, and I chalked it up to a language barrier.  The health department rating was 86, but I'm pretty sure that after an inspection like that, changes get made.  No refills on soda, you get a can and a glass of ice.  I may try them again at some point, but I'm in no hurry.",2,"{""stars"": 3, ""explanation"": ""The review mentions both positives and negatives, with some issues but overall a neutral experience.""}",3,"The review mentions both positives and negatives, with some issues but overall a neutral experience."
"After having a lovely meal two years ago at the grand concourse, we were very excited to return to this location. Unfortunately our expectation had nothing to do with the reality of a very poor meal.\n\nThe service was slow to the point of neglect. Drinks were never refilled after the initial serving. With a party of six, three of the meals we're delivered cold after a 25 minute wait. Having to send them back it took another 25 minutes to get the replacement meals which were missing the sauces, etc..  It took a manager to get the sauces for the meals. At this point half of our party had eaten, and the other half was ready to leave.\n\nWe had to box our own meals, and forget about being asked if we would like a cup of coffee to cap the meal... That was not in the stars. \n\nNeedless to say, we will not be back.",1,"{""stars"": 1, ""explanation"": ""The review details multiple serious issues with service and food, leading to a decision not to return.""}",1,"The review details multiple serious issues with service and food, leading to a decision not to return."
"Great looking place, but way over priced. They even charge you for chips and salsa. The food was OK, nothing to write home about. I guess I should have expected this for Las Vegas tourist trap restaurant. Although the taste of the food was mediocre  the service was good. The food came out very approximately 3 minutes after we ordered it. So quickly in fact I guessing the plates where pre-made and then microwaved, but I can't confirm that. Diablo cantina was a total bust. They will never get another dine from me.",3,"{""stars"": 2, ""explanation"": ""The review highlights high prices, mediocre food, and disappointment despite good service.""}",2,"The review highlights high prices, mediocre food, and disappointment despite good service."
"Slow, disorganized service and a very rude manager who did absolutely nothing to help the wait staff or us. This isn't the first time we've experienced this service, but it's definitely the last. The patio is nice, but there are other options in the area with better service and food.",1,"{""stars"": 2, ""explanation"": ""Repeated negative experiences with service and management, with only a minor positive about the patio.""}",2,"Repeated negative experiences with service and management, with only a minor positive about the patio."
"I really want to like this place. I do. I've also given it about seven different chances--every time hoping that it will be the time when I scream \""This places rocks! I'm coming back for sure!\"". But, unfortunately, I think today was the last time I'll spend/waste my money here. \n\nThe major issue I have with Which Wich is that they don't follow through well with their theme/gimmick--what they so that sets them apart from any other sandwich shop. It's this cute idea that simply falls through--every time! You go in, pick a brown paper bag of the sandwich you want, use a sharpie to check off the various ingredients you want on your sandwich, pay, wait for your sandwich which then is inside of said brown paper bag. Cute idea right?! Well, if I spend the time to check off ingredients and it's very simple to follow-- why is it they can never get my order correct?! \nNo joke. Every time my order is wrong, sometimes my son's as well. It's silly--and frustrating. (Especially since they are pricey for a quick/ non-gourmet sandwich shop.)\n\nSlow service, horrible parking and can't follow check boxes. I've finally given up. Maybe it's just this location???",2,"{""stars"": 2, ""explanation"": ""Repeated negative experiences with incorrect orders, slow service, and frustration despite multiple attempts to like the place.""}",2,"Repeated negative experiences with incorrect orders, slow service, and frustration despite multiple attempts to like the place."
"I honestly had no idea what we had walked in to. I felt as if we were in Legends of the Hidden Temple and were about to play the blue barracudas for the win. \n\nIt was definitely tropical themed and they even passed out leis at the door. There were fish tanks and water falls, tiki cocktail glasses and rainforest decor. Over all this would have been a fun place to hang out if it weren't for a few problems I had.\n\nFirst of all, I ordered a cherry bomb and she gave me the gun fake \""red bull\"". She didn't tell me they didn't have regular red bull before pouring my drink and it is not good. I decided to drink it anyway because I was in a good mood. Second, the hallway with the bathrooms smelled awful. Almost fishy. Which fits with the theme but is not something I want to smell in a bathroom. They were really cool on the inside with shell sinks and rock walls, but my amazement was ruined by smells of a fish tank. Lastly, the dance floor was WAY too small. We could barely move let alone dance. With all that room in that building, they should really expand that area.\n\nI would give it another chance for the fun idea of it.",2,"{""stars"": 3, ""explanation"": ""The reviewer enjoyed the theme and atmosphere but had notable complaints about drinks, cleanliness, and space, yet is open to returning.""}",3,"The reviewer enjoyed the theme and atmosphere but had notable complaints about drinks, cleanliness, and space, yet is open to returning."
"This club was not the worst that I have visited.  In some ways it was decent, for example, I liked the music.  We were put on the guest list and got right in and did not have to pay cover, and that is why I am giving them two stars.  What I did not like was 1) how expensive the drinks were (I ordered 5 shots that cost me $70.00) but more than that, 2) on the way out, they force people to jam into a small elevator.  This was very dangerous, and I waited for 15 minutes to take the stairs with the manager, but instead when I got sick of waiting and pressed for the manager, he came and cleared out the elevator for me and my 2 friends.  I was under the impression that you had to have stairs available for people to use in case they did not want to use the elevator.  I felt this was very dangerous.  I would not like to be at this packed, overcrowded club when  fire broke out, and I would never go there again.",2,"{""stars"": 2, ""explanation"": ""Despite some positives, major safety concerns and negative experiences dominate the review.""}",2,"Despite some positives, major safety concerns and negative experiences dominate the review."
"Well, the place has been open for nearly 2 years now and we've never tried it so we thought we would give it a go. The parking lot is usually full so it had me thinking they are doing something right.\n\nAnyways we get seated and take a look at the menu, we selected our choices and drinks. We were asked, \""WOULD YOU LIKE SOME CHIPS & SALSA?\"" well like at most Mexican restaurants that is the way dinner usually starts (yes, I realize this isn't a Mexican restaurant), so we said sure. Jumping ahead to get the message across to you, I get home and take a look at the receipt, well what do you know?! $5.50 charge on the check for Chips & Salsa. What really got me was that wasn't suggested as an appetizer, it was suggested as if was \""Would you like a glass of water?\"" They didn't say, \""Would you like to start off with some potato skins or blah blah blah..\"" Get my point? Well I called the manager on the phone about this and during one point of my complaint, she actually giggled at me!! She tried to make good and asked who my server was, but I said that I didn't blame the server I blame management for trying to \""up sell\"" in a round about way. The \""manager\"" then tried to make good and take if off my bill, I just said, \""I don't care about the $5.50, I am concerned about the way it got on to my bill in the first place\"". What a unprofessional way to respond to a customer concern!\n\nPros:\nFood wasn't horrible, but nothing outstanding about it.\n\nCons:\nMy 1/2 pound burger was kind of skimpy and makes me wonder what weighs 1/2 pounds? The entire burger weight? Also my burger patty  was crumbly and was in 3 sections, all holding together for the most part but in sections. The french fries? I really dislike this micro threads of shoestring potatos. \n\nWife had Fettucini Alfredo with chicken. The chicken breast was sliced thin and was very very tiny, looked like 1/3 of a breast cut up as a garnish. The pasta was good, but the noodles had  what seemed to be heat lamp dryness to it. It was probably sitting and waiting to be presented together with my cooking hamburger. The Alfredo sauce was so thin it looked like it was non existent, but if you mix it up the sauce comes back up to the top and is present again.\n\nOverall we won't be coming back and really do not know what all the commotion is all about. My local neighborhood bars like Timbers or PTs can do better.",2,"{""stars"": 2, ""explanation"": ""The review highlights a negative experience with misleading charges and unprofessional management, with only mediocre comments about the food.""}",2,"The review highlights a negative experience with misleading charges and unprofessional management, with only mediocre comments about the food."
This location had great accessories and I did get a few great blazers. The staff just wasn't the friendliest. However they weren't rude. Just kinda blah lol,4,"{""stars"": 4, ""explanation"": ""Positive comments about products with minor criticism of staff friendliness.""}",4,Positive comments about products with minor criticism of staff friendliness.
"Not a huge fan of their coffee, the cookies and pastries are really good, however! The lemonade is amazing. The lady who works their, is super rude and never smiles. The customer almost feels like they are bothering the workers.",2,"{""stars"": 2, ""explanation"": ""Positive comments about some items but overall negative experience due to poor service and disliked coffee.""}",2,Positive comments about some items but overall negative experience due to poor service and disliked coffee.
"I ordered the new york strip.  While I requested to have my steak cooked rare, when it arrived it was more of a medium.  The server was sure it was rare, but I sent it back for another one.  Although this was bad, from a  food standpoint when they got it right, it was very good.  It was nice and tender.\n\nThe bread options were very good.  Although I don't know what they were, all of them were fresh and good.  \n\nThe side dishes were very good as well.  The garlic green beans were average. I really liked the potato gnocchi.",4,"{""stars"": 4, ""explanation"": ""Despite an initial issue with the steak, the reviewer enjoyed the food overall and highlighted several positive aspects.""}",4,"Despite an initial issue with the steak, the reviewer enjoyed the food overall and highlighted several positive aspects."
Ah... a one hour massage is amazing... but a TWO hour massage is only allowed in heaven!\n\nthe short little lady with the soft voice has some STRONG hands... worked out every knot in my whole body!! and it was amazing.. i was relaxed the whole next day as well :) this was the perfect remedy after a very long work week :)\n\nall of the employees are so nice and professional... i feel soo comfortable and relaxed there... its my favorite get away :)\n\neveryone should get one once a month... :) doctors orders!,5,"{""stars"": 5, ""explanation"": ""The reviewer expresses extreme satisfaction with the service, staff, and overall experience.""}",5,"The reviewer expresses extreme satisfaction with the service, staff, and overall experience."
"Not amused. It's an okay show, but actually, I was quite bored. I've seen other Cirque shows and this has to be at the bottom of my list along with Zumanity.",2,"{""stars"": 2, ""explanation"": ""Expresses disappointment and boredom, ranking the show low among similar experiences.""}",2,"Expresses disappointment and boredom, ranking the show low among similar experiences."
"The restaurant has a nice appearance but the food was disappointing.\n\nWe got what looked like a heaping amount of guacamole, but in the middle of it they put chips (hidden to the eye until you get there) which made for soggy chips and less guac.  The guac was actually pretty good but that was disappointing.\n\nI got the pulled pork sandwich for lunch.  The portions were tiny and there was absolutely no presentation.  For $15 dollars at lunch I expect more food and more presentation than I got.\n\nThe drinks here are expensive too.  I think they are all about $12 each.  We went for the pitcher of Mojito's and while it was good, it was hard to get the mojito out from all of the ice, etc.\n\nI would not eat here again, nor would I recommend it to anyone.",2,"{""stars"": 2, ""explanation"": ""The reviewer was disappointed with the food, portion sizes, and value, and would not recommend the restaurant.""}",2,"The reviewer was disappointed with the food, portion sizes, and value, and would not recommend the restaurant."
"Sure there's lots of cheese places in Wisconsin and you can't miss on many of them. This one goes out of its way to get noticed. As you head west on I90/94 past Madison, near DeForest, you see a tall sign that reads \""CHEESE\"" and a mouse dressed in Oktoberfest attire climbing up the sign. This mouse was our reason to check it out. According to their postcard, the mouse is 14 feet tall. Now that's a big rodent!\n\nAnyway, the shop has a wide selection of cheeses, cheese curds, and meats that complement the cheese. There's also some jams, honeys, and crafted items for sale. The bathroom is clean and the staff is helpful. Clearly, their business thrives on passing tourists like us who come for the mouse and bite on the cheese later.",4,"{""stars"": 4, ""explanation"": ""The review highlights unique features, a good selection, clean facilities, and helpful staff, with no major complaints.""}",4,"The review highlights unique features, a good selection, clean facilities, and helpful staff, with no major complaints."
"I've had food delivered from this place probably a total of 5 times.  Each time, it get progessively worse.   This time, we placed an order from my office and of the 3 orders, all were incorrect...items missing, wrong rice, etc.  Not to mention, the chicken in each of the 4 different chicken dishes I've ordered is really cheap and dry, the end pieces of dark meat covered in sauce do not make them edible.  Yes it's cheap and it's great that they deliver, but I won't be ordering from them again.",2,"{""stars"": 1, ""explanation"": ""Repeated negative experiences with incorrect orders and poor food quality leading to a decision not to return.""}",1,Repeated negative experiences with incorrect orders and poor food quality leading to a decision not to return.
"This place has really good and really bad aspects to it.  The good is that most of the food is pretty good.  The bad is the service/overall friendliness.  \n\nThe hummus, babaganoush, gyros,  feta (of various varieties) are all great.\n\nThe falafel isn't great -- dense & tough without a huge amount of flavor.\n\nMy mother refers to the service as like the Soup Nazi in Seinfeld... don't ask for any favors.  For instance, we went on Sunday at 4:30pm,  Yelp says open until 5pm, the door says open until 5pm.  We went to the counter and they say  \""sorry we close at 4:30\"" (we were there at 4:32).  Out of the \""goodness\"" of their hearts, they give us salad and falafel and hummus but nothing else.\n\nAnyways, the food would get 4* the service gets a 1*.   I'll be generous and give 3*.",3,"{""stars"": 3, ""explanation"": ""The reviewer explicitly states they are giving 3 stars due to mixed experiences with food and service.""}",3,The reviewer explicitly states they are giving 3 stars due to mixed experiences with food and service.
"My wife and I went back to IDN last weekend and I was kinda bummed to find that the menu had changed (along with the dining room, which was bigger and glitzier) and the experience was overall rather poor.  \n\nIt felt to me like they had fallen in to the classic restaurant trap - get a little bit of success, overexpand, get out over your skis, cut back on the quality, go out of business.  They're only at step 4, but a drag.  We had the greek salad, very little feta - not good.  Entrees were forgettable.  Oh well.",2,"{""stars"": 2, ""explanation"": ""The reviewer expresses disappointment with the menu, atmosphere, and food quality, with no positive remarks.""}",2,"The reviewer expresses disappointment with the menu, atmosphere, and food quality, with no positive remarks."
"I would have given one star, but the exterior did look good.  I wouldn't recommend the \""upgrades\"" that they offer. Long story short, I was offered a wax and declined. Next he commented on dirt marks on the interior door, and the leather seats. He said as he was tapping my drivers seat \""we can make these look like new\"" he also said that they were going to \""clean everything\"". It also sounded like he said something about leather conditioner for the seats, but I'm not sure because his accent was very thick. I figured I could use those services because the car is two years old, and the leather could use a cleaning. I agreed to that, and went inside to pay. The cost of the interior clean upgrade was significant, and I was expecting the job would reflect the cost of the service. The inside is nice. There are comfortable couches inside and TV. About 20 to 30 minutes pass, and my car was ready. I go out to look at the job they did, and it was very obvious that they did absolutely nothing to the seats. The rest of the interior was pretty clean but it wasn't an amazing job either. I commented on how the seats weren't cleaned to the guy who takes the ticket. His response was \""no, that is something different.\"" I told him that the guy at the entrance said that the seats would be cleaned as well. The only cleaning they did on the interior was: the windows, vacuum and Armor All on the inside. I would have liked to talk with the manager about the issue, but did not have the time. Instead I just won't go back.",2,"{""stars"": 2, ""explanation"": ""The reviewer had a mostly negative experience due to unmet expectations and poor service, but noted a few minor positives.""}",2,"The reviewer had a mostly negative experience due to unmet expectations and poor service, but noted a few minor positives."
"The place is nice, but you do expect more especially when it has Mario Batali's name involved. The portions are also small for the price you pay. The dishes are good but you want more.",2,"{""stars"": 3, ""explanation"": ""The review notes good food but expresses disappointment with portion size and value.""}",3,The review notes good food but expresses disappointment with portion size and value.
"Yes! The Yelp gods finally granted my wish! A Yelp wine event! Horray! Don't get me wrong, the events at breweries are amazing, but I'm a proud Wine-o. No shame! As soon as I saw this event I knew I was going to love it. \n\nI've heard great things about the Pittsburgh Winery and I'm excited Yelp brought me here because I know I'm going to be returning. It is a beautifully modern space that has such a cozy and warm vibe from the second you walk in. Dim lighting is my fav because it totally makes the atmosphere chill AND makes you look better (fluorescent lights are not my friend)! Ha! The red colors, barrels lining the walls and interesting art totally added to the feel of it all. I kept mentioning how awesome it would be to spend a Friday night here rather than dealing with the craziness of any old bar. It was a bit crowded, making hard to get through with all of the tables, however it wasn't overbearing and I still had enough room to have conversation with my boyfriend, Meghan B. and her plus one, Liz. \n\nThe wine was very good! Unfortunately I only sampled two of their reds, but I quickly found that their Red Blend was going to be my choice for the night. Prices were a bit steep, but I suppose $8/glass is really average around the city. I do wish they would have had more of a selection and had some more sweeter options, but I was content with what I had. \n\nThe wine decorating was cool and my boyfriend totally did our glasses up REAL  fancy. I was much more interested in having conversation with my fellow Yelpers! I can't do two things at once apparently. \n\nOnto the food. My favorite of the night had to be Gaucho (obviously!!). I cannot wait to visit their shop. The pork dish was amazing. The dressing was simply fantastic. I wasn't a fan of the horseradish dish, however everyone at my table was raving about it. I guess I'm just not a horsey person? The bread from Great Harvest was so good! I loved the rosemary loaf. It was grainy and wonderful. \n\nI'm so happy Yelp brought me here and I can't wait to visit again perhaps during a performance. Thanks so much, Rachel! Love what you do!",4,"{""stars"": 4, ""explanation"": ""The review is very positive about the atmosphere and wine, with minor critiques about selection and price.""}",4,"The review is very positive about the atmosphere and wine, with minor critiques about selection and price."
Potato latke Rachel is unique and genius. Flavor is excellent and the sandwich melts in your mouth. Reasonable prices and large portions. Great experience!,5,"{""stars"": 5, ""explanation"": ""The review praises the food, value, and overall experience very highly.""}",5,"The review praises the food, value, and overall experience very highly."
"So we all know that Vegas becomes more pretentious by the day, leading up to full raunchy craziness on the weekends. It's exactly the same at Trevi. The waiters get better looking the closer you get to the weekend, the specials a little more glamorous, and the alcohol a little tastier. \n\nWe went two nights in a row, and the first night ordered so much food I actually had leftovers. The pizza I ordered was good but not great, but the bruschetta we ordered as an appie was outstanding. The bread was perfectly soaked with the juices of the tomato and the olive oil, and there was a lovely little palette cleansing salad to wash it down with. The only interesting part for me was discovering the mushrooms in the tomato mix... Seriously, fungi? Never have I had that in bruschetta before. Whatev. \n\nLast night, the waiter forgot to bring us our palenta fries, and when I asked him to take them off our bill and not bring them, he comped them, but brought them out as a bonus. See? Wasn't that nice? In Vegas, everyone's a winner!",4,"{""stars"": 4, ""explanation"": ""Mostly positive review with praise for food and service, despite minor issues.""}",4,"Mostly positive review with praise for food and service, despite minor issues."
"An amazing find.  We were leaving lunch and just stumbled on this place...  I went RIGHT for the handbag section.  Chanel, Louie...  they have it all.  In great condition.  I ended up scoring the most amazing Tod's bag at a steal of a price and my friend got a dress that would have easily cost $500 at Barney's for like $70.  \n\nStaff is incredible and so friendly.  They also get subtle hints about how much you're willing to pay.  I was coveting a Chanel bag that was out of my price range but they noticed me spying another Chanel and subtly said, \""This one is reasonably priced\""...  in a way that didn't make me feel like a pauper.  \n\nIf you're near this place or traveling to Scottsdale, check out this store.  You won't regret it.  And you probably won't leave without one of their cute yellow shopping bags!",5,"{""stars"": 5, ""explanation"": ""The reviewer expresses excitement about the products, praises the staff, and highly recommends visiting.""}",5,"The reviewer expresses excitement about the products, praises the staff, and highly recommends visiting."
"I really like Paradise Bakery, I was at this location every morning for about 2 years. The staff was always friendly but sometimes the line can get long if a lot of people come in at once. It can be a long wait to get served. Being a big muffin fan I always loved the apple cinnamon and blueberry muffins and they are consistently good.\n\nThe Paradise rewards are a nice perk, compared to other coffee shops it is easy to earn free drinks and food if you are a regular and would spend the money anyway.\n\nThe only reason this location looses one star is the sometimes pushy home business folk that take over every available booth and camp with their laptops. This is during the week. On weekends you get whole families with screaming kids. This does not seem to happen at the other locations in the area, could be the proximity to the hotel next door.",4,"{""stars"": 4, ""explanation"": ""The reviewer expresses strong satisfaction with the food, staff, and rewards program, deducting one star mainly due to issues with seating and atmosphere.""}",4,"The reviewer expresses strong satisfaction with the food, staff, and rewards program, deducting one star mainly due to issues with seating and atmosphere."
Just wanted to update the review by saying that I have been in with multiple people frequently.   The quality and consistency of service and product has been on point every time. Keep It up!,5,"{""stars"": 5, ""explanation"": ""Consistently positive experiences with both service and product quality.""}",5,Consistently positive experiences with both service and product quality.
"I've come here twice and have enjoyed my experiences. I was able to score some adorable lanterns for home d\u00e9cor, bought my sister a vintage chalkboard for her upcoming wedding and some coasters for my dining table. I did have to return a wall plate I bought for a light switch, just because it didn't fit, but other than that, very much enjoy my purchases!\n\nThe store is filled now with Christmas decorations! There's tons of stuff everywhere and have items to fill pretty much any room in the house. It's easy to get carried away here but totally worth a look! Check it out, I'm sure you will either get some great craft ideas or end up buying something!",4,"{""stars"": 4, ""explanation"": ""Mostly positive experience with only a minor issue that was resolved, and a strong recommendation to visit.""}",4,"Mostly positive experience with only a minor issue that was resolved, and a strong recommendation to visit."
"Chang's has gone a little downhill recently.  I have gone there for many years, and enjoyed it, but lately they have had a change of staff and the ladies with the carts are really pushing the food on you.  Literally putting it on the table as you are saying NO!  I have heard that the ladies are now on commission so, if true, that could be the reason.  Also, Chang's has raised their prices significantly.  To me, Orchid Gardens is a much better bet and they have a bigger selection of dim sum rotating throughout the restaurant most times.",2,"{""stars"": 2, ""explanation"": ""The review expresses disappointment with recent changes in service and price increases, outweighing past positive experiences.""}",2,"The review expresses disappointment with recent changes in service and price increases, outweighing past positive experiences."
"I kinda live for cheese danish except when I am living for coffee. So, the new marriage between Grouchy John's and German Bread Bakery makes me very happy and twice as lively.  The cheese danish has the best pastry shell/wrap/? that I have tasted. The cheese is more than adequate, bordering on bountiful.  I like the apple danish, but it may need more apple. However, to be honest, even with double the apple, I'm going to pick the cheese. Go to get some cheese danish at GJ's, but not the last one, cause then I will be sad.",4,"{""stars"": 5, ""explanation"": ""The reviewer expresses strong enthusiasm and satisfaction with the cheese danish and overall experience.""}",5,The reviewer expresses strong enthusiasm and satisfaction with the cheese danish and overall experience.
"Perfect time, every time. And it's BYOB! \n\nI've been here for a quiet date night, a birthday dinner, and a random not celebrating anything at all group dinner and every time is as good as the last, if not more so.\n\nI like to describe it as an Asian style Melting Pot, except way better. It provides the unique, always enjoyable opportunity to cook delicious food w/your friends, but w/out the hefty price tag. Plus the ambiance is great and the soundtrack is always groovy.\n\nThere are several different broth and small plate options so every time I've gone it's been a different concoction, which is nice, but I'd have to say my favorite to date is the lemongrass. I also love dipping the meats in their side sauces w/a dab of Sriracha, mmm. There is a corking fee for the alcohol but it's a small price to pay in the grand scheme of things. The cinnamon tea they provide after dinner is a simple touch, but a sweet one. That stuff is delicious. Also, they're open until like midnight on a Monday. Awesome.",5,"{""stars"": 5, ""explanation"": ""The reviewer expresses consistent satisfaction, praises the food, ambiance, and value, and highlights unique positive features.""}",5,"The reviewer expresses consistent satisfaction, praises the food, ambiance, and value, and highlights unique positive features."
"Noca is a great place for a date. It is a culinary experience, with all its style. The chefs are working extremely hard right in front of you and they have many interesting things on the menu. We had appetizers of the duck confit and some sort of sashimi. The duck confit was great and had some really fun elements, like the huckleberry waffle(?) first for me. The sashimi  special was awesome as well. we also received a small sample of a duck mousse,tasted like tuna and mayo, which was alright and some cauliflower soup, yum! I had the duo of Berkshire Pork, which was highly recommended by the waiter. It was good in an artsy sort of way, but I wasn't completely blown away. It said it came with brussel sprouts, but it was really 3 leaves of brussel sprouts, haha funny. The pork chop wasn't so great, apples added depth though, and the pork belly I didn't care for. The demi was good though. The donuts for dessert were pretty good as well. I liked the dulce de leche dip. They gave us some homemade shortbread to take home, very good. The service was wonderful. I did wait at the bar and was suggested a very nice sauv by the bartender. The place is so tiny, reservations are a must, we had to sit outside, but it was a lovely night. I wish this place had some great view overlooking the city instead of the grocery store parking lot. Managers did come up frequently to check on us and gave some insight and great suggestions. Our waiter was knowledgeable and attentive. I will go back and try a different entree and hopefully it will be 5 stars next time. :)",4,"{""stars"": 4, ""explanation"": ""The review is very positive about the food, service, and experience, with only minor criticisms about specific dishes and the location.""}",4,"The review is very positive about the food, service, and experience, with only minor criticisms about specific dishes and the location."
